Sl.no,Designation,Company,Experience,Location,More location,Working type,Category,Count of jobs
1233,Senior Data Analyst,Olive Green Consulting,4 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1234,Data Analyst 3 to 7 years,Pelicon Software Solutions,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1235,Interesting  Opportunity CredFlow - Data Analyst,Cred Flow,2 to 5 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1236,Sr. Data Analyst,Mobilestyx Consulting Private Limit...,5 to 9 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1237,Lead Data Analyst,Airtel India,2 to 4 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1238,Data Analyst Intern,Datametrics Technologies,1 to 5 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1239,SIEM Automation And Data Analyst,DWF,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1240,Growth Data Analyst,INDmoney,2 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1241,Data Analyst,Miba,3 to 5 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1242,Data Analyst,DIRAA HR SERVICES Hiring For MNCs,0 to 1 Yr,Bangalore,"Chennai, Hyderabad, Coimbatore",Regular,Data Analyst,1
1243,Data Scientist / Data Analyst Fresher,Alpha Tech,0 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1244,Data Analyst,Scripts Hub Technologies,2 to 5 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1245,Data Analyst -Himanchal Pradesh,ConveGenius,2 to 6 Yrs, Himachal Pradesh,Shimla,Regular,Data Analyst,1
1246,Senior Data Analyst,Luminar Technologies,8 to 12 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1247,Data Analyst,3.14,2 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1248,Sustainability Data Analyst,JLL,1 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1249,Supply chain Data Analyst,Danfoss,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1250,Azure Data Analyst,Tata Consultancy Services,4 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1251,Data Analyst,CRISIL,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1252,Data Analyst,AppleTech,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1253,Healthcare Data Analyst Associate Trainee,MedTourEasy,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1254,Data Analyst,Mystifly Global Consolidation & Tec...,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1255,Senior Data Analyst,Triventure Services Private Limited,8 to 12 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1256,Data Analyst Trainee / Intern,Razormet Technologies,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1257,Data Analyst,Veye- between bulls & bears,2 to 3 Yrs,Faridabad, Haryana,Regular,Data Analyst,1
1258,Data Analyst,Mediterranean Immigration,2 to 3 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1259,"Data Analyst - SEO , Data Analysis, Shopify",MedSupply,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1260,Data Analyst - Cloud,MNC Group,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1261,Lead Data Analyst,Zupee,4 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1262,Junior Data Analyst (Entry Level)-,Razormet Technologies,1 to 5 Yrs,Siliguri, West Bengal,Regular,Data Analyst,1
1263,Junior Data Analyst (Intern/Trainee)-,Elite Met Solutions,1 to 5 Yrs, Kerala,Thrissur,Regular,Data Analyst,1
1264,Data Analyst,Rezo.ai,2 to 4 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1265,Data Analyst,Healofy,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1266,Senior Data Analyst,Airtel India,2 to 4 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1267,Urgent opening for BI Manager and Data Analyst,HR Planning Network,6 to 11 Yrs,Mumbai City,"Navi Mumbai, Thane",Regular,Data Analyst,1
1268,Sr Data Analyst | Sr Data Scientist,AIBridge ML,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1269,Merlin / QPS Data Analyst | Noida Area / Remote,Savanta,2 to 6 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1270,Data Analyst,GoodSpace,0 to 1 Yr,All India,Not Available,Regular,Data Analyst,1
1271,Data Analyst,RARR Technologies Pvt Ltd,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1272,Data Analyst,Rotork,3 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1273,Lead Data Analyst,Zinrelo,7 to 10 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1274,Master Data Analyst,MediaKind,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1275,Reporting & Metrics Data Analyst,UBS,4 to 8 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1276,Data Analyst / Sr. Data Analyst / Lead,Logical Hiring,3 to 12 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1277,"Data Analyst, Sales, IT, Java Developer, NOC Engineer",AlsoEnergy,1 to 5 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1278,Senior Data Analyst,LEAPS by Analyttica,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1279,Data Analyst,Advanced Risk Analytics Private Lim...,0 to 3 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1280,Data Analyst-Finance,Hewlett Packard Careers,4 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1281,Associate Data Analyst,Turbolab Technologies,0 to 4 Yrs,Kochi, Kerala,Regular,Data Analyst,1
1282,"Data Analyst - India, Pune",Ideas to Impacts Innovations,8 to 12 Yrs,All India,Not Available,Regular,Data Analyst,1
1283,Lead Data Analyst- Data Modeller,Apexon,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1284,Data Analyst,NovoTree Minds Consulting,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1285,Business Data Analyst,All Time Design,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1286,Lead Data Analyst (Finance),Funding Societies | Modalku Group,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1287,Data Insights Analyst,DWF,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1288,Data Analyst at a top Game Studio,Outscal,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1289,Quince - Data Analyst - Inventory Control,Quince,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1290,Senior Data Analyst,Sigmoid,3 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1291,"Analyst, Data & Insights",Novozymes,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1292,Senior Data Analyst,Astreya,8 to 12 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1293,Data Analyst,Sub-K IMPACT Solutions Ltd,1 to 4 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1294,Data Analyst,Segertek,2 to 6 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1295,Data Analyst,Imast Operations Pvt. Ltd.,0 to 2 Yrs,Indore, Madhya Pradesh,Regular,Data Analyst,1
1296,Data Analyst,Hostbun,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1297,Data Analyst,Credflow,2 to 5 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1298,Data Analyst-  Product based companies only,Talent Fanatics HR Consultancy,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1299,Data Analyst Remote,Optical Arc Pvt. Ltd.,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1300,SAP Master Data Analyst- End User only,ManpowerGroup India,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1301,Data Analyst  Power BI,IRT Computer Solutions  ( I )  Pvt ...,4 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1302,Data Analyst Intern|,Anaxee Digital Runners,1 Yrs,Indore, Madhya Pradesh,Regular,Data Analyst,1
1303,Data Quality Analyst,Novartis India,5 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1304,Senior Data Analyst,People Impact,6 to 9 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1305,Data Analyst,MyGlamm | Good Glamm Group,2 to 4 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1306,Data Analyst,Brillius,3 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1307,Data Quality Analyst,GeoServe,3 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1308,Data Science Analytics Sr Analyst - Data Science,Accenture in India,5 to 8 Yrs, Maharashtra,Navi Mumbai,Regular,Data Analyst,1
1309,Interesting  Opportunity Target.com - Item Data Analyst,Target.com,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1310,Data Analyst,Equity Data Science,1 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1311,Data Analyst,Epsilon,4 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1312,Data Analysts,Kaapro Management Solutions,1 to 5 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1313,Senior Data Analyst (BFSI/Banking),TribolaTech Inc,7 to 11 Yrs,All India,Not Available,Regular,Data Analyst,1
1314,Senior Data Analysts,Pratibha Analytics,1 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1315,Senior Data Analyst,Mobilestyx Consulting & Solutions,5 to 9 Yrs, Maharashtra,Mira Bhayandar,Regular,Data Analyst,1
1316,Senior Data Analyst,NthInsight Technologies,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1317,Data Analyst,Cisco,8 to 12 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1318,Senior Data Analyst (R-15335),Dun & Bradstreet,5 to 9 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1319,Data Analyst AssociateZobello,Zobello,1 to 2 Yrs,All India,Not Available,Regular,Data Analyst,1
1320,Customer Data Platform Specialist | Data Analyst,EventIron,2 to 6 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1321,Business Data Analyst,Valuesoft info services,4 to 8 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1322,Urgent Hiring for Business Data Analyst,rojgari,3 to 8 Yrs,Junagadh, Gujarat,Regular,Data Analyst,1
1323,Interesting  Opportunity KreditBee - Senior Data Analys ...,KreditBee,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1324,Senior Analyst Data Quality,Hershey India,7 to 11 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1325,Data Analyst,REBORN SKIN AND HAIR CLINIC,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1326,Data Analyst - Ahmedabad,ConveGenius,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1327,Data Analyst,Simplify360,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1328,Data Analyst - QlikView,Affine,3 to 5 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1329,Intern Data Analyst/Entry,3RI Technologies Pvt Ltd,0 to 3 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1330,Data Analyst (VIT00741),Starmark Software,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1331,Data Analyst,E42,3 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1332,Fresher Data Analyst (Python/ Excel)-,Prometrics Solutions,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1333,"DATA ANALYST (SQL,Python, Aws)",Coforge Ltd.,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1334,Reference Data Analyst - Team Leader,JPMC Candidate Experience page,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1335,Data Analyst - Intern,Clootrack,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1336,DATA ANALYST,Coforge Ltd.,5 to 9 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1337,Data Analyst,DEFT360 IT Solutions,6 to 10 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1338,Sr. Data Analyst - Power BI ,YASH Technologies,6 to 10 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1339,Senior Data Analyst - Power BI,DEFT360 IT SOLUTIONS Pvt Ltd.,6 to 10 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1340,Data Analyst,Q-Dat IT Solutions,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1341,MIS executive - Data Analyst,NIPPON DATA SYSTEM,3 to 5 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1342,Lead-Data Analyst,HiveMinds,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1343,Logistics Data Analyst,Nextracker Inc.,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1344,Urgent Hiring Data Analyst With Power BI Trainer,Are you looking for Corporate Profe...,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1345,Senior Data Analyst,Epsilon India,4 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1346,Data Analyst/ Sr. Data Analyst,Wipro,4 to 9 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1347,Data Analyst,Ipsos,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1348,Sr Technical Data Analyst - SME Clinical,HiLabs,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1349,Guidewire Business Data Analyst,Rapid Consulting Services,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1350,Data Analyst Requirement,Bloom Consulting Services,2 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1351,Junior Data Analyst / Analysis (Fresher)-,Softmet Solutions,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1352,Data Analyst,Nineleaps,7 to 10 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1353,BUSINESS DATA ANALYST,green-tree advisory,3 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1354,Business Data Analyst (Hyderabad),Uplers,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1355,"Data Analyst - Person, Patient, HCP MDM SaaS",Medtronic,1 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1356,FACPL 048 - Data Analyst,FinAdvantage,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1357,Senior Analyst - Clinical Data Management,Stryker,6 to 12 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1358,Data Analyst - (Data Built Tool+SQL/Snowflake),KPMG India,3 to 7 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1359,Data Analyst,Nineleaps Technology Solutions Pvt ...,1 to 4 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1360,Data Analyst,WorkSquare,3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1361,Data Analyst,Scopely,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1362,Data Analyst,JPMorgan Chase & Co.,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1363,Data Analyst,Summit Soft Solutions,4 Yrs, Kerala,Kannur,Regular,Data Analyst,1
1364,Data Analyst,Dida Sports,2 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1365,Analyst  Data Governance GSCS,HSBC,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1366,Data Analyst I,ICE,1 to 5 Yrs,Bhubaneswar,Not Available,Regular,Data Analyst,1
1367,Hiring MIS Data Analyst - (3 - 5 Years) - (Bangalore/Ch ...,Luxoft India,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1368,Business Data Analyst,PwC,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1369,Data Analyst,Mobile Premier League (MPL),2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1370,Data Analyst,Loading Fund,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1371,Data Analyst,Kidvento Education and Research,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1372,Data Analyst - Fraud Analytics,Bajaj Allianz General Insurance,4 to 8 Yrs, Jharkhand,Not Available,Regular,Data Analyst,1
1373,Sr.Data Analyst,SIRI HR Consultant,4 to 8 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1374,Senior Data Analyst,Sprinklr,4 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1375,Data Analyst,MS Creative School,1 to 5 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1376,Data Analyst(Sales & Marketing),MNC,3 to 8 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1377,HR Data Analyst,OPALFORCE.COM,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1378,Data Analyst,Jobstop Solutions Pvt Ltd,5 Yrs,Kolkata, West Bengal,Regular,Data Analyst,1
1379,Data Analyst,Smart Ship,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1380,4300 Senior Data Analyst,Recruise India Consulting Pvt Ltd,5 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1381,Manager - Data Analyst,Max Life Insurance Company Limited,5 to 9 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1382,Data Analyst,ZELL EDUCATION PRIVATE LIMITED,2 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1383,Data Analyst,Landcraft Developers (P) Ltd.,3 to 7 Yrs,Ghaziabad, Uttar Pradesh,Regular,Data Analyst,1
1384,Senior Data Analyst,Derisk360,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1385,Senior/Lead Data Analyst,Innovaccer,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1386,Senior Data Analyst,33 Holdings Global,5 to 9 Yrs,Kochi, Kerala,Regular,Data Analyst,1
1387,Business Analyst / Data Analyst - BFS,Cognizant Technology Solutions,8 to 12 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1388,Sr. Data Analyst,Wipro,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1389,Data Analyst,eCloudChain,2 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1390,Data Analyst,Solaris Engineering Services,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1391,Senior Data Analyst,Electronic Arts (EA),3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1392,Research/Data Analyst Intern,TheKredible,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1393,Data Analyst,Magnit,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1394,Senior Data Analyst,Dynata,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1395,Data Analyst,MassMutual India,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1396,Data Analyst,Skala Softech,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1397,Data Analyst with Marketing Analytics - Remote,McAfee,2 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1398,Senior Data Analyst (Data Visualization),Walmart Global Tech India,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1399,Data Analyst / Analytics (Fresher) ,SAZ India,0 to 1 Yr,All India,Not Available,Regular,Data Analyst,1
1400,FAIR Data Analyst,The Scalers,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1401,Data Analyst 1,Epsilon,1 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1402,Senior Data Analyst (Finance),Funding Societies | Modalku Group,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1403,Data Analyst,Kraft Heinz,4 to 8 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1404,Data Analyst-Power BI,Creative Synergies Group,9 to 12 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1405,"Data Analyst, MoSJE, Centre for Rural Development",The/Nudge Institute,5 to 9 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1406,Business Data Analyst,BPMLinks,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1407,ASSISTANT DATA ANALYST,Aditya Pharmacy,1 to 5 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1408,Senior Data Analyst - Hyderabad,Kaarlo Training & HR Solutions Pvt....,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1409,Senior Data Analyst -MNC Bank (Upto 25LPA CTC),Workassist,5 to 9 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1410,Market Data Analyst,Deutsche Bank,1 to 3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1411,Data Analyst,Freespace,2 to 5 Yrs, Tamil Nadu,Coimbatore,Regular,Data Analyst,1
1412,Data Analyst,Wildfox Business Advocacy,1 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1413,Data Analyst,Aditi Consulting,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1414,Data Analyst,Vixplor Analytics Pvt Ltd,0 to 5 Yrs,Kolkata, West Bengal,Regular,Data Analyst,1
1415,Senior Data Analyst,Innovaccer,4 to 8 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1416,Data Analytics Engineer - Metadata/Python,Heptarc Technologies,2 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1417,Data analyst+ power BI,LTIMindtree,6 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1418,Financial Data Analyst,Makknowledge India Pvt Ltd,3 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1419,Data Analyst,LEJHRO,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1420,Master Data Management Analyst,Puma Energy,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1421,Data Catalog Analyst,JUARA IT SOLUTIONS,6 to 10 Yrs,All India,Not Available,Regular,Data Analyst,1
1422,Data Analyst,Concentrix,2 to 4 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1423,Master Data Operations Analyst,MSys Tech India,5 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1424,Data Analyst,Wolters Kluwer,0 to 2 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1425,SC Master Data Analyst - Gurgaon,Medtronic,3 to 7 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1426,Data Analyst,Travel Centric Technology,2 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1427,Data Analyst,Diksha Upmanyu Hiring For R.S. ENTE...,9 to 14 Yrs,Kasaragod,"Kochi, Kottayam, Kasargod, Kolkata, Vishakhapatnam, Kasganj, Kakinada, Kolhapur, Ashoknagar",Regular,Data Analyst,1
1428,Data Analyst / Analytics (Fresh Batch),Softmet Solutions,0 to 1 Yr,All India,Not Available,Regular,Data Analyst,1
1429,Data Analyst,Creditsafe Technology,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1430,People Reporting & Data Analyst - Data Services,Mastercard,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1431,Math- Data Analyst III,Zinnov,0 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1432,Data Analyst,CoinSwitch,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1433,Process Developer Data Analyst,Marktine Technology Solutions,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1434,Data Analysts,KUDOSiNDiA,0 to 3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1435,Data Analyst (Games),Outscal,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1436,Data Analyst / Web Researcher,MyVirtualDesks,0 to 4 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1437,Business Data Analyst,Samarthhrconsultant,1 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1438,Financial Ops Data Analyst,aeries technology group  ( sabre in...,1 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1439,Data Analyst,eNest Technologies Pvt Ltd,4 to 7 Yrs, Punjab,Not Available,Regular,Data Analyst,1
1440,Data Analyst,Databricks,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1441,Data Analyst,Pi Tech Solutions Pvt. Ltd.,0 to 4 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1442,Junior Data Analyst,Riddhi Siddhi Career Point,1 Yrs,All India,Not Available,Regular,Data Analyst,1
1443,Senior Data Scientist - Claims Analysis,MOLECULAR CONNECTIONS,2 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1444,Associate - Data Analyst - Chennai,Riverforest Connections,5 to 8 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1445,Data Analyst - Fraud Analytics,Bajaj Allianz General Insurance Com...,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1446,Financial Data Analyst,Yes HR Solutions,2 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1447,Social Media Data Mining Analyst,Meals on Me,3 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1448,Senior Analyst - Data Management,Linedata,3 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1449,"Analyst, Data Intelligence Group (DIG)",TresVista,0 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1450,Senior Business Data Analyst,EPAM Systems,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1451,Financial Data Analyst,NES Fircroft,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1452,Data Analyst,prwatech technologies,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1453,Data Management - Analyst - Encore,Deloitte,1 to 3 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1454,Data Analyst Intern,iDataLytics,0 to 4 Yrs,Ernakulam, Kerala,Regular,Data Analyst,1
1455,Interesting  Opportunity STT GDC - Real Estate Analyst  ...,STT GLOBAL DATA CENTRES,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1456,Data Processing Analyst,NielsenIQ,0 to 4 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1457,Senior DLP Data Flow Analyst,NODESEC TECHNOLOGY,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1458,Data Analyst,Nextiva,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1459,Partnership Impact Data and System Analyst,World Vision International,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1460,Data Analyst,mCaffeine,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1461,Lead Data Analyst,Clarivate,5 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1462,Senior Performance Data Analyst,Cubic Corporation,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1463,Lead Data Analyst (Finacle 11.x,SBCS India,10 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1464,Senior Data Operations Analyst,osbIndia Private Ltd.,5 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1465,Data Analyst,Kovai.co,1 to 2 Yrs, Tamil Nadu,Coimbatore,Regular,Data Analyst,1
1466,Business Data Analyst,Vijay Exports,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
